Quantity,Price,Customer ID,T,Y
3,1.25,17356.0,1,3.75
1,3.75,15579.0,1,3.75
1,2.95,15039.0,1,2.95
40,3.45,15950.0,1,138.0
2,1.65,14690.0,1,3.3
1,1.25,15652.0,1,1.25
12,2.95,17716.0,1,35.400000000000006
24,1.25,12849.0,1,30.0
2,1.25,14606.0,1,2.5
8,0.85,13451.0,1,6.8
1,0.85,14606.0,1,0.85
12,1.25,15599.0,1,15.0
1,4.95,17841.0,1,4.95
30,1.25,16872.0,1,37.5
6,2.95,14911.0,0,17.700000000000003
6,2.95,13915.0,1,17.700000000000003
12,1.65,15992.0,1,19.799999999999997
4,1.25,16223.0,1,5.0
2,12.75,18258.0,1,25.5
200,0.34,14156.0,0,68.0
12,0.85,14849.0,1,10.2
12,0.85,12629.0,0,10.2
24,0.42,12701.0,0,10.08
12,0.85,12391.0,0,10.2
12,1.45,14160.0,1,17.4
32,2.55,15640.0,1,81.6
6,1.95,16986.0,1,11.7
1,2.95,13090.0,1,2.95
1,3.75,17315.0,1,3.75
10,5.95,13078.0,1,59.5
2,1.65,14081.0,1,3.3
24,1.25,12712.0,0,30.0
24,0.95,16103.0,1,22.799999999999997
2,2.1,17377.0,1,4.2
1,1.25,13642.0,1,1.25
48,2.55,15061.0,1,122.39999999999999
6,2.55,18255.0,1,15.299999999999999
24,0.85,14735.0,1,20.4
4,7.95,14867.0,1,31.8
12,1.95,12682.0,0,23.4
2,1.25,14546.0,1,2.5
2,3.75,17223.0,1,7.5
2,2.95,15984.0,1,5.9
12,1.25,16670.0,1,15.0
16,1.69,14040.0,1,27.04
1,2.95,13969.0,1,2.95
5,1.25,15768.0,1,6.25
9,6.75,13093.0,1,60.75
24,1.95,12583.0,0,46.8
12,0.85,14961.0,1,10.2
2,2.95,17085.0,1,5.9
6,5.95,16814.0,1,35.7
10,1.95,13931.0,1,19.5
12,1.65,13898.0,1,19.799999999999997
2,2.95,17019.0,1,5.9
20,0.5,14274.0,1,10.0
12,0.85,17354.0,1,10.2
3,2.1,13884.0,1,6.300000000000001
10,1.95,15039.0,1,19.5
60,4.95,12917.0,1,297.0
6,1.95,14209.0,1,11.7
2,1.25,17841.0,1,2.5
6,1.95,12867.0,1,11.7
2,9.95,14107.0,1,19.9
3,5.45,13491.0,1,16.35
4,1.65,17228.0,1,6.6
16,1.25,14911.0,0,20.0
24,0.42,17965.0,1,10.08
50,0.42,14295.0,1,21.0
1,2.95,16021.0,1,2.95
1,3.95,13772.0,1,3.95
1,12.75,15296.0,1,12.75
12,0.85,15764.0,1,10.2
6,1.65,16920.0,1,9.899999999999999
12,2.95,13081.0,1,35.400000000000006
4,4.65,18269.0,1,18.6
12,1.95,13869.0,1,23.4
1,1.25,16919.0,1,1.25
1,1.65,13561.0,1,1.65
4,6.75,15249.0,1,27.0
2,8.5,13589.0,1,17.0
1,4.25,17920.0,1,4.25
1,19.95,17275.0,1,19.95
2,1.25,16208.0,1,2.5
39,2.1,17364.0,1,81.9
12,1.65,12921.0,1,19.799999999999997
1,4.65,17841.0,1,4.65
6,1.25,14507.0,1,7.5
8,1.95,14146.0,1,15.6
10,1.45,15039.0,1,14.5
6,2.95,13513.0,1,17.700000000000003
6,1.45,17576.0,1,8.7
4,2.95,15955.0,1,11.8
25,0.42,12976.0,1,10.5
2,2.1,13821.0,1,4.2
24,1.25,13267.0,1,30.0
8,2.95,17072.0,1,23.6
1,0.95,17243.0,1,0.95
3,5.95,16175.0,1,17.85
1,4.95,14552.0,1,4.95
1,8.95,15748.0,1,8.95
6,4.95,14422.0,1,29.700000000000003
3,3.75,14692.0,1,11.25
1,0.95,18283.0,1,0.95
4,1.95,14700.0,1,7.8
48,3.95,13694.0,1,189.60000000000002
4,0.42,15965.0,1,1.68
4,2.1,18096.0,1,8.4
6,1.25,17400.0,1,7.5
12,0.42,14156.0,0,5.04
14,2.95,16718.0,1,41.300000000000004
2,2.1,16391.0,1,4.2
12,0.42,12625.0,0,5.04
8,1.95,12708.0,0,15.6
4,0.85,15580.0,1,3.4
4,2.95,16661.0,1,11.8
10,0.85,16700.0,1,8.5
24,0.85,12839.0,1,20.4
24,0.55,16108.0,1,13.200000000000001
6,1.65,13889.0,1,9.899999999999999
3,0.85,14713.0,1,2.55
10,1.65,14257.0,1,16.5
1,2.55,13684.0,1,2.55
1,8.5,13069.0,1,8.5
2,2.1,17841.0,1,4.2
2,1.25,14686.0,1,2.5
25,0.42,14496.0,1,10.5
36,1.06,16923.0,1,38.160000000000004
12,1.65,16170.0,1,19.799999999999997
12,0.42,15819.0,1,5.04
2,7.49,14911.0,0,14.98
1,9.95,15994.0,1,9.95
12,1.45,17364.0,1,17.4
6,2.95,13204.0,1,17.700000000000003
24,2.75,15645.0,1,66.0
1,1.65,17807.0,1,1.65
6,3.35,15931.0,1,20.1
2,4.65,12748.0,1,9.3
10,0.65,17673.0,1,6.5
1,3.75,17133.0,1,3.75
3,1.25,17372.0,1,3.75
1,0.65,13230.0,1,0.65
1,2.95,13316.0,1,2.95
10,0.85,16004.0,1,8.5
1,6.75,16713.0,1,6.75
3,2.95,16255.0,1,8.850000000000001
12,3.75,14667.0,1,45.0
1,1.65,16200.0,1,1.65
2,1.25,16391.0,1,2.5
1,6.75,13821.0,1,6.75
1,3.75,14433.0,1,3.75
2,3.75,15514.0,1,7.5
2,8.5,13851.0,1,17.0
24,0.36,17448.0,1,8.64
2,2.95,17364.0,1,5.9
1,5.45,17841.0,1,5.45
3,2.1,17764.0,1,6.300000000000001
12,0.42,15555.0,1,5.04
12,1.65,17708.0,1,19.799999999999997
1,8.5,14899.0,1,8.5
1,1.25,12933.0,1,1.25
12,1.45,17716.0,1,17.4
1,1.65,14686.0,1,1.65
1,16.95,16133.0,1,16.95
3,4.95,13785.0,1,14.850000000000001
1,5.95,14085.0,1,5.95
2,1.65,13975.0,1,3.3
6,2.95,12441.0,0,17.700000000000003
1,9.95,15270.0,1,9.95
1,7.95,18098.0,1,7.95
6,2.55,17589.0,1,15.299999999999999
3,5.95,16279.0,1,17.85
12,1.25,14875.0,1,15.0
4,7.95,16919.0,1,31.8
1,1.25,17961.0,1,1.25
2,0.85,13263.0,1,1.7
3,0.85,15271.0,1,2.55
100,1.65,17511.0,1,165.0
8,1.95,16715.0,1,15.6
2,3.75,14514.0,1,7.5
12,0.42,17977.0,1,5.04
12,1.65,17084.0,1,19.799999999999997
10,1.95,15805.0,1,19.5
1,6.75,15912.0,1,6.75
1,5.95,17841.0,1,5.95
6,1.25,13571.0,1,7.5
20,4.25,13209.0,1,85.0
4,4.95,12759.0,0,19.8
12,4.95,12745.0,1,59.400000000000006
2,1.25,17264.0,1,2.5
3,4.95,16094.0,1,14.850000000000001
6,4.95,17084.0,1,29.700000000000003
20,0.85,12516.0,0,17.0
36,1.65,16711.0,1,59.4
3,1.95,15747.0,1,5.85
1,3.75,14648.0,1,3.75
6,1.95,17028.0,1,11.7
1,0.85,14048.0,1,0.85
10,1.25,16477.0,1,12.5
1,2.95,16770.0,1,2.95
3,5.95,15393.0,1,17.85
2,0.55,15571.0,1,1.1
24,0.85,12857.0,1,20.4
12,1.65,17049.0,1,19.799999999999997
3,2.95,13503.0,1,8.850000000000001
12,0.95,14239.0,1,11.399999999999999
2,6.75,13787.0,1,13.5
3,0.65,17085.0,1,1.9500000000000002
3,4.95,14461.0,1,14.850000000000001
12,0.85,15179.0,1,10.2
6,2.55,13895.0,1,15.299999999999999
1,1.49,14606.0,1,1.49
1,4.25,14534.0,1,4.25
12,1.45,15931.0,1,17.4
6,2.95,14221.0,1,17.700000000000003
2,2.1,16225.0,1,4.2
12,0.42,14031.0,1,5.04
8,1.25,15311.0,1,10.0
4,1.45,17802.0,1,5.8
1,1.25,15356.0,1,1.25
24,0.21,14321.0,1,5.04
2,3.75,13736.0,1,7.5
4,1.65,16200.0,1,6.6
12,2.55,15817.0,1,30.599999999999998
1,9.95,13512.0,1,9.95
12,2.95,16430.0,1,35.400000000000006
8,1.95,13686.0,1,15.6
1,2.55,17841.0,1,2.55
8,1.25,13394.0,1,10.0
12,1.95,14092.0,1,23.4
24,1.45,14911.0,0,34.8
144,1.06,17511.0,1,152.64000000000001
2,1.25,15418.0,1,2.5
2,1.65,17773.0,1,3.3
4,0.85,16200.0,1,3.4
24,0.55,17735.0,1,13.200000000000001
6,0.42,13756.0,1,2.52
1,0.85,14044.0,1,0.85
2,8.95,14194.0,1,17.9
2,8.5,16075.0,1,17.0
1,2.95,14081.0,1,2.95
48,0.42,14935.0,0,20.16
24,3.39,14062.0,1,81.36
18,2.95,12662.0,0,53.1
120,1.85,17389.0,1,222.0
8,3.75,17511.0,1,30.0
12,0.85,13004.0,1,10.2
24,1.25,14249.0,1,30.0
3,4.65,17448.0,1,13.950000000000001
1,2.55,15570.0,1,2.55
96,1.06,12437.0,0,101.76
2,7.49,14907.0,1,14.98
10,1.95,16620.0,1,19.5
12,1.25,17552.0,1,15.0
1,1.25,16391.0,1,1.25
12,3.75,17822.0,1,45.0
2,4.95,13451.0,1,9.9
1,7.95,12748.0,1,7.95
5,2.1,12472.0,0,10.5
4,7.49,16912.0,1,29.96
2,2.1,15005.0,1,4.2
1,7.49,13097.0,1,7.49
48,0.85,16705.0,1,40.8
2,2.95,17841.0,1,5.9
12,1.25,14156.0,0,15.0
12,1.25,14904.0,1,15.0
6,8.5,13632.0,1,51.0
2,7.95,13531.0,1,15.9
3,0.65,17589.0,1,1.9500000000000002
4,0.85,14729.0,1,3.4
6,0.85,17072.0,1,5.1
8,1.65,14594.0,1,13.2
1,0.65,16795.0,1,0.65
8,1.25,14081.0,1,10.0
1,12.75,12747.0,1,12.75
24,1.25,14907.0,1,30.0
12,1.25,15498.0,1,15.0
6,2.55,16032.0,1,15.299999999999999
12,1.25,14615.0,1,15.0
2,7.49,15240.0,1,14.98
12,1.25,13047.0,1,15.0
2,3.75,15532.0,1,7.5
48,0.42,13407.0,1,20.16
16,0.42,14740.0,1,6.72
1,1.25,17321.0,1,1.25
24,0.85,15129.0,1,20.4
10,0.85,12839.0,1,8.5
10,1.95,16045.0,1,19.5
12,0.42,14829.0,1,5.04
1,1.25,14535.0,1,1.25
2,9.95,15311.0,1,19.9
9,1.49,12439.0,0,13.41
12,0.42,12765.0,0,5.04
2,6.75,18245.0,1,13.5
3,1.65,16283.0,1,4.949999999999999
12,0.85,18075.0,1,10.2
10,2.1,12472.0,0,21.0
6,2.1,17865.0,1,12.600000000000001
2,1.25,15768.0,1,2.5
2,7.95,14911.0,0,15.9
40,0.72,14298.0,1,28.799999999999997
2,1.65,13975.0,1,3.3
1,2.1,13571.0,1,2.1
12,1.25,12592.0,0,15.0
12,0.36,17448.0,1,4.32
36,2.55,14590.0,1,91.8
12,0.42,15325.0,1,5.04
2,4.25,13230.0,1,8.5
12,2.95,13089.0,1,35.400000000000006
6,2.1,12490.0,0,12.600000000000001
48,0.55,16092.0,1,26.400000000000002
12,1.25,14905.0,1,15.0
1,2.1,17555.0,1,2.1
24,1.69,16684.0,1,40.56
2,3.25,13634.0,1,6.5
2,9.95,16500.0,1,19.9
3,1.95,14713.0,1,5.85
1,1.65,14606.0,1,1.65
2,5.95,14080.0,1,11.9
1,1.25,13031.0,1,1.25
1,1.25,17227.0,1,1.25
1,6.75,17231.0,1,6.75
4,1.25,17218.0,1,5.0
12,3.75,15944.0,1,45.0
6,0.65,13246.0,1,3.9000000000000004
2,5.95,18231.0,1,11.9
3,1.95,12872.0,1,5.85
12,0.85,15150.0,1,10.2
6,4.95,14869.0,1,29.700000000000003
2,7.95,14667.0,1,15.9
2,0.85,17207.0,1,1.7
2,1.95,13137.0,1,3.9
144,0.72,15934.0,1,103.67999999999999
1,2.95,17987.0,1,2.95
2,2.1,17884.0,1,4.2
4,3.75,16386.0,1,15.0
18,3.45,15984.0,1,62.1
12,1.25,15350.0,1,15.0
4,3.95,15227.0,1,15.8
12,0.42,12870.0,1,5.04
12,1.25,12379.0,0,15.0
6,2.1,16843.0,1,12.600000000000001
48,0.29,17139.0,1,13.919999999999998
1,12.75,17909.0,1,12.75
1,0.85,15003.0,1,0.85
1,3.75,15271.0,1,3.75
6,2.55,13141.0,1,15.299999999999999
18,2.95,14961.0,1,53.1
2,10.95,15596.0,1,21.9
4,1.95,16466.0,1,7.8
3,0.55,16743.0,1,1.6500000000000001
20,1.25,14855.0,1,25.0
4,0.55,17155.0,1,2.2
12,0.85,17581.0,1,10.2
2,9.95,13510.0,1,19.9
8,2.1,13468.0,1,16.8
3,3.75,12867.0,1,11.25
12,1.45,14679.0,1,17.4
100,1.45,12482.0,0,145.0
16,0.85,13979.0,1,13.6
1,2.1,14606.0,1,2.1
2,1.25,17377.0,1,2.5
12,3.75,16455.0,1,45.0
10,1.25,15078.0,1,12.5
36,0.65,12683.0,0,23.400000000000002
6,2.1,15296.0,1,12.600000000000001
10,5.95,15311.0,1,59.5
12,0.85,12437.0,0,10.2
6,4.25,15279.0,1,25.5
24,0.55,17407.0,1,13.200000000000001
1,1.25,16538.0,1,1.25
2,1.65,14509.0,1,3.3
3,4.95,16992.0,1,14.850000000000001
3,4.95,13148.0,1,14.850000000000001
2,4.95,17850.0,1,9.9
4,3.95,13648.0,1,15.8
12,6.95,17082.0,1,83.4
10,1.25,14388.0,1,12.5
3,2.55,16791.0,1,7.6499999999999995
12,1.25,14237.0,1,15.0
2,12.75,13736.0,1,25.5
1,4.95,14606.0,1,4.95
1,19.95,18038.0,1,19.95
8,1.95,14437.0,1,15.6
6,2.95,16366.0,1,17.700000000000003
1,0.42,17841.0,1,0.42
15,0.21,15901.0,1,3.15
95,0.64,15311.0,1,60.800000000000004
25,0.42,13102.0,1,10.5
10,2.1,16347.0,1,21.0
12,2.55,12476.0,0,30.599999999999998
1,4.95,13564.0,1,4.95
12,0.65,13329.0,1,7.800000000000001
12,2.95,17853.0,1,35.400000000000006
2,2.55,17332.0,1,5.1
24,0.85,13686.0,1,20.4
4,8.5,15969.0,1,34.0
2,1.25,13684.0,1,2.5
12,1.25,14422.0,1,15.0
2,0.85,14575.0,1,1.7
1,2.95,17861.0,1,2.95
2,12.75,17610.0,1,25.5
5,1.65,17802.0,1,8.25
1,4.95,14451.0,1,4.95
2,4.95,16918.0,1,9.9
3,2.1,16938.0,1,6.300000000000001
12,8.95,12986.0,1,107.39999999999999
1,45.95,13772.0,1,45.95
3,2.55,15023.0,1,7.6499999999999995
2,3.75,17218.0,1,7.5
4,3.75,12371.0,0,15.0
4,4.25,16320.0,0,17.0
1,4.95,16719.0,1,4.95
2,2.95,15353.0,1,5.9
2,0.55,18225.0,1,1.1
1,9.95,13004.0,1,9.95
12,0.65,15142.0,1,7.800000000000001
2,1.25,16072.0,1,2.5
12,0.42,13081.0,1,5.04
3,2.95,15581.0,1,8.850000000000001
10,1.65,17920.0,1,16.5
12,0.85,12369.0,0,10.2
1,1.65,16444.0,1,1.65
1,2.95,17841.0,1,2.95
2,5.95,16666.0,1,11.9
1,1.25,16065.0,1,1.25
10,1.65,13446.0,1,16.5
24,0.55,14911.0,0,13.200000000000001
1,2.95,14606.0,1,2.95
4,3.75,15249.0,1,15.0
2,2.1,17068.0,1,4.2
2,0.85,16655.0,1,1.7
60,4.95,15854.0,1,297.0
6,2.55,13802.0,1,15.299999999999999
2,3.75,13772.0,1,7.5
1,2.55,15443.0,1,2.55
1,1.65,15542.0,1,1.65
12,2.95,14809.0,1,35.400000000000006
12,5.95,18141.0,1,71.4
24,0.65,16103.0,1,15.600000000000001
12,1.65,13093.0,1,19.799999999999997
48,0.21,16086.0,1,10.08
1,0.85,15325.0,1,0.85
6,2.95,12714.0,0,17.700000000000003
12,0.42,13137.0,1,5.04
24,1.25,15027.0,1,30.0
1,2.95,17579.0,1,2.95
1,5.95,15584.0,1,5.95
6,2.95,15824.0,1,17.700000000000003
6,0.85,17790.0,1,5.1
2,6.75,18223.0,1,13.5
6,2.95,14930.0,0,17.700000000000003
1,2.95,15911.0,1,2.95
6,0.85,14667.0,1,5.1
25,0.42,14156.0,0,10.5
2,3.75,15311.0,1,7.5
2,1.65,17269.0,1,3.3
4,1.49,15003.0,1,5.96
5,0.55,14170.0,1,2.75
40,2.55,14156.0,0,102.0
4,4.95,13042.0,1,19.8
2,9.95,16769.0,1,19.9
48,0.29,13408.0,1,13.919999999999998
12,1.25,12687.0,0,15.0
48,1.45,15061.0,1,69.6
12,2.95,13102.0,1,35.400000000000006
12,1.25,13245.0,1,15.0
24,1.25,13042.0,1,30.0
1,3.49,15005.0,1,3.49
2,7.95,16923.0,1,15.9
24,0.42,14544.0,1,10.08
6,4.95,17115.0,1,29.700000000000003
12,1.25,13931.0,1,15.0
10,1.25,15498.0,1,12.5
1,2.55,17346.0,1,2.55
24,1.65,17421.0,1,39.599999999999994
5,2.1,12554.0,0,10.5
8,1.95,14206.0,1,15.6
2,1.45,16655.0,1,2.9
6,4.95,13836.0,1,29.700000000000003
24,0.65,15984.0,1,15.600000000000001
12,1.25,14911.0,0,15.0
1,4.95,13125.0,1,4.95
7128,0.19,15838.0,1,1354.32
6,5.45,18260.0,1,32.7
8,0.85,15015.0,1,6.8
4,3.75,13015.0,1,15.0
1,1.69,16271.0,1,1.69
3,2.95,16400.0,1,8.850000000000001
24,1.25,13090.0,1,30.0
20,1.95,13327.0,1,39.0
6,1.25,16940.0,1,7.5
2,6.75,17526.0,1,13.5
3,10.75,17243.0,1,32.25
1,2.1,17841.0,1,2.1
2,1.25,15164.0,1,2.5
2,4.95,17372.0,1,9.9
12,1.95,17735.0,1,23.4
2,8.5,16702.0,1,17.0
48,0.21,14849.0,1,10.08
6,3.75,12567.0,0,22.5
6,3.75,14911.0,0,22.5
3,1.95,14899.0,1,5.85
12,0.29,15043.0,1,3.4799999999999995
216,2.55,14062.0,1,550.8
1,3.75,15548.0,1,3.75
5,2.95,16101.0,1,14.75
2,5.45,13050.0,1,10.9
4,1.25,14963.0,1,5.0
2,6.75,14294.0,1,13.5
24,1.25,16735.0,1,30.0
2,4.25,14532.0,1,8.5
2,3.75,17797.0,1,7.5
1,2.1,16005.0,1,2.1
10,1.25,12632.0,0,12.5
3,2.95,12748.0,1,8.850000000000001
24,1.69,14035.0,1,40.56
8,1.69,16550.0,1,13.52
3,3.75,15452.0,1,11.25
24,0.42,15067.0,1,10.08
1,6.35,16126.0,1,6.35
2,1.65,15573.0,1,3.3
2,1.25,17032.0,1,2.5
3,4.95,17132.0,1,14.850000000000001
6,2.95,13334.0,1,17.700000000000003
48,0.21,13157.0,1,10.08
24,1.25,17314.0,1,30.0
12,2.1,15812.0,1,25.200000000000003
8,0.85,17324.0,1,6.8
1,1.45,17226.0,1,1.45
8,2.95,12857.0,1,23.6
2,5.45,13097.0,1,10.9
3,0.85,14623.0,1,2.55
12,1.25,15448.0,1,15.0
1,3.95,17085.0,1,3.95
24,0.85,14911.0,0,20.4
1,5.95,15311.0,1,5.95
2,12.75,14625.0,1,25.5
1,0.55,17360.0,1,0.55
1,6.75,14040.0,1,6.75
12,1.65,17519.0,1,19.799999999999997
25,0.42,15785.0,1,10.5
9,1.25,15799.0,1,11.25
4,16.95,14442.0,0,67.8
6,1.25,13598.0,1,7.5
8,1.25,12720.0,0,10.0
6,1.25,15023.0,1,7.5
6,2.55,17161.0,1,15.299999999999999
3,1.65,16161.0,1,4.949999999999999
20,1.95,14680.0,1,39.0
4,2.1,13031.0,1,8.4
1,0.85,14606.0,1,0.85
3,4.95,13662.0,1,14.850000000000001
12,0.85,16817.0,1,10.2
4,2.1,15034.0,1,8.4
1,2.95,17248.0,1,2.95
1,4.95,15716.0,1,4.95
12,0.85,16735.0,1,10.2
12,0.85,13089.0,1,10.2
6,3.75,16620.0,1,22.5
1,8.5,13241.0,1,8.5
24,1.45,15523.0,1,34.8
3,1.25,16161.0,1,3.75
1,0.85,12748.0,1,0.85
6,1.65,14461.0,1,9.899999999999999
1,1.95,18069.0,1,1.95
1,2.55,17841.0,1,2.55
4,4.65,18055.0,1,18.6
24,4.25,14062.0,1,102.0
3,4.25,16783.0,1,12.75
2,2.1,13775.0,1,4.2
10,1.95,14709.0,1,19.5
24,1.25,13983.0,1,30.0
12,4.25,14590.0,1,51.0
10,6.75,14229.0,1,67.5
3,4.95,17041.0,1,14.850000000000001
6,2.95,14114.0,1,17.700000000000003
12,1.25,14450.0,1,15.0
48,0.42,15194.0,1,20.16
1,1.45,14451.0,1,1.45
10,1.25,14606.0,1,12.5
24,7.65,17389.0,1,183.60000000000002
3,4.95,16732.0,1,14.850000000000001
1,8.5,15710.0,1,8.5
4,7.49,14849.0,1,29.96
1,12.75,16958.0,1,12.75
16,10.95,13113.0,1,175.2
3,1.65,14399.0,1,4.949999999999999
1,10.95,14256.0,1,10.95
3,4.95,16350.0,1,14.850000000000001
2,2.95,14710.0,1,5.9
1,1.69,14044.0,1,1.69
1,1.95,16415.0,1,1.95
36,1.06,12357.0,0,38.160000000000004
12,1.65,13872.0,1,19.799999999999997
10,1.65,16086.0,1,16.5
1,2.55,15920.0,1,2.55
2,1.95,17377.0,1,3.9
1,1.65,16059.0,1,1.65
3,8.5,17348.0,1,25.5
2,14.95,12749.0,1,29.9
24,0.42,13136.0,1,10.08
2,4.95,13243.0,1,9.9
12,1.65,14917.0,1,19.799999999999997
8,1.25,14606.0,1,10.0
12,1.25,15789.0,1,15.0
18,2.55,14597.0,1,45.9
2,6.35,13319.0,1,12.7
4,2.95,18109.0,1,11.8
12,1.25,14496.0,1,15.0
48,1.25,14918.0,1,60.0
12,1.65,14264.0,1,19.799999999999997
2,12.75,16335.0,1,25.5
2,1.65,15005.0,1,3.3
5,2.55,17894.0,1,12.75
1,7.49,13110.0,1,7.49
2,1.95,14796.0,1,3.9
12,2.1,17675.0,1,25.200000000000003
5,4.65,16775.0,1,23.25
24,0.85,13965.0,1,20.4
7,0.85,13031.0,1,5.95
1,0.85,16110.0,1,0.85
24,1.65,15601.0,1,39.599999999999994
4,4.25,13648.0,1,17.0
10,1.65,14293.0,1,16.5
1,2.95,17545.0,1,2.95
12,0.42,16186.0,1,5.04
12,1.65,13368.0,1,19.799999999999997
12,2.95,14911.0,0,35.400000000000006
4,1.25,16161.0,1,5.0
2,1.65,15580.0,1,3.3
12,2.1,14454.0,1,25.200000000000003
12,1.45,15792.0,1,17.4
12,1.45,12539.0,0,17.4
1,4.95,13230.0,1,4.95
3,4.95,17735.0,1,14.850000000000001
24,4.25,16191.0,1,102.0
6,4.95,14156.0,0,29.700000000000003
1,3.75,14498.0,1,3.75
1,0.55,14736.0,1,0.55
2,14.95,14882.0,1,29.9
2,4.95,12841.0,1,9.9
12,0.85,14805.0,1,10.2
1,1.25,16340.0,1,1.25
24,4.25,16779.0,1,102.0
8,0.95,17608.0,1,7.6
1,0.42,17321.0,1,0.42
2,4.95,15022.0,1,9.9
25,0.42,16722.0,1,10.5
2,7.95,13884.0,1,15.9
3,1.25,13451.0,1,3.75
12,1.45,17850.0,1,17.4
12,1.65,14341.0,1,19.799999999999997
24,1.65,16993.0,1,39.599999999999994
144,0.67,17414.0,1,96.48
4,1.65,17116.0,1,6.6
3,2.95,17218.0,1,8.850000000000001
1,1.25,17841.0,1,1.25
12,0.42,15601.0,1,5.04
2,1.65,16409.0,1,3.3
3,1.95,17841.0,1,5.85
156,1.4,17949.0,1,218.39999999999998
2,8.5,13148.0,1,17.0
10,0.85,13004.0,1,8.5
12,0.85,13004.0,1,10.2
12,1.65,16126.0,1,19.799999999999997
12,1.25,13089.0,1,15.0
24,0.42,13557.0,1,10.08
1,3.75,15271.0,1,3.75
1,2.95,16797.0,1,2.95
3,2.55,14546.0,1,7.6499999999999995
2,1.95,13715.0,1,3.9
2,1.65,15003.0,1,3.3
8,1.25,17950.0,1,10.0
6,4.95,16119.0,1,29.700000000000003
1,9.95,13544.0,1,9.95
120,1.25,12678.0,0,150.0
6,4.95,16560.0,1,29.700000000000003
1,0.85,18257.0,1,0.85
24,0.42,14739.0,1,10.08
10,1.95,15133.0,1,19.5
24,2.95,13102.0,1,70.80000000000001
1,4.95,14994.0,1,4.95
12,0.42,16699.0,1,5.04
3,1.95,15898.0,1,5.85
24,1.45,15586.0,1,34.8
2,1.25,14474.0,1,2.5
48,1.95,13694.0,1,93.6
48,1.06,12482.0,0,50.88
2,7.95,16008.0,1,15.9
24,1.25,17683.0,1,30.0
1,3.45,17625.0,1,3.45
3,0.42,15044.0,1,1.26
2,2.95,13174.0,1,5.9
10,0.85,15259.0,1,8.5
6,0.85,14667.0,1,5.1
2,4.25,14375.0,1,8.5
24,4.65,14249.0,1,111.60000000000001
4,2.1,14467.0,1,8.4
3,5.95,14146.0,1,17.85
5,1.95,15898.0,1,9.75
24,1.25,16570.0,1,30.0
5,2.1,13686.0,1,10.5
12,1.95,15382.0,1,23.4
24,4.25,15311.0,1,102.0
3,5.95,15422.0,1,17.85
1,8.95,13092.0,1,8.95
24,0.19,13909.0,1,4.5600000000000005
15,0.65,15716.0,1,9.75
12,1.06,17850.0,1,12.72
1,16.95,18145.0,1,16.95
4,1.25,17238.0,1,5.0
4,1.65,14514.0,1,6.6
6,2.1,17861.0,1,12.600000000000001
2,12.75,14210.0,1,25.5
8,3.95,16558.0,1,31.6
4,3.75,12371.0,0,15.0
12,1.25,13880.0,1,15.0
1,1.25,17841.0,1,1.25
